id,asset_id,machine_name,sensor_type,value,unit,timestamp
1334,A400,Steam Turbine,temperature,43.5,C,2026-03-01 22:07:52
976,A200,Heat Exchanger,flow_rate,295.29,m3/h,2026-03-01 22:08:16
1562,A200,Heat Exchanger,pressure,7.54,bar,2026-03-01 22:09:27
34,A400,Steam Turbine,pressure,5.05,bar,2026-03-01 22:11:44
628,A300,Water Pump,pressure,10.46,bar,2026-03-01 22:12:27
1376,A100,Gas Compressor,temperature,30.56,C,2026-03-01 22:13:29
1477,A400,Steam Turbine,temperature,78.75,C,2026-03-01 22:16:33
32,A300,Water Pump,pressure,4.75,bar,2026-03-01 22:22:57
762,A300,Water Pump,flow_rate,229.26,m3/h,2026-03-01 22:34:53
1203,A400,Steam Turbine,flow_rate,282.74,m3/h,2026-03-01 22:36:30
281,A300,Water Pump,temperature,74.77,C,2026-03-01 22:40:18
202,A300,Water Pump,pressure,4.78,bar,2026-03-01 22:42:08
26,A300,Water Pump,flow_rate,209.61,m3/h,2026-03-01 22:42:37
60,A400,Steam Turbine,temperature,72.79,C,2026-03-01 22:48:39
5,A300,Water Pump,flow_rate,239.28,m3/h,2026-03-01 22:54:17
57,A200,Heat Exchanger,temperature,37.0,C,2026-03-01 22:58:47
1104,A200,Heat Exchanger,temperature,63.89,C,2026-03-01 22:58:50
794,A400,Steam Turbine,temperature,35.84,C,2026-03-01 23:01:00
1889,A200,Heat Exchanger,pressure,4.07,bar,2026-03-01 23:02:28
755,A400,Steam Turbine,flow_rate,213.64,m3/h,2026-03-01 23:06:01
781,A100,Gas Compressor,temperature,63.7,C,2026-03-01 23:10:57
297,A100,Gas Compressor,pressure,4.68,bar,2026-03-01 23:12:55
68,A100,Gas Compressor,pressure,8.72,bar,2026-03-01 23:14:57
117,A300,Water Pump,flow_rate,247.65,m3/h,2026-03-01 23:18:11
1696,A300,Water Pump,temperature,75.47,C,2026-03-01 23:25:27
405,A100,Gas Compressor,temperature,47.89,C,2026-03-01 23:26:42
146,A400,Steam Turbine,flow_rate,284.54,m3/h,2026-03-01 23:26:56
1347,A100,Gas Compressor,temperature,47.28,C,2026-03-01 23:28:22
1285,A200,Heat Exchanger,temperature,47.21,C,2026-03-01 23:29:27
222,A300,Water Pump,flow_rate,230.93,m3/h,2026-03-01 23:37:02
158,A300,Water Pump,flow_rate,238.07,m3/h,2026-03-01 23:38:45
575,A400,Steam Turbine,temperature,68.49,C,2026-03-01 23:43:07
975,A100,Gas Compressor,pressure,8.64,bar,2026-03-01 23:48:42
362,A100,Gas Compressor,temperature,66.84,C,2026-03-02 00:00:16
722,A100,Gas Compressor,temperature,50.92,C,2026-03-02 00:05:13
1537,A200,Heat Exchanger,flow_rate,275.58,m3/h,2026-03-02 00:07:07
1683,A300,Water Pump,pressure,5.64,bar,2026-03-02 00:16:43
636,A200,Heat Exchanger,flow_rate,226.97,m3/h,2026-03-02 00:18:12
144,A100,Gas Compressor,flow_rate,203.33,m3/h,2026-03-02 00:18:16
1732,A300,Water Pump,flow_rate,286.72,m3/h,2026-03-02 00:21:16
1322,A300,Water Pump,temperature,62.76,C,2026-03-02 00:22:34
1773,A200,Heat Exchanger,pressure,8.59,bar,2026-03-02 00:27:15
1730,A100,Gas Compressor,flow_rate,203.66,m3/h,2026-03-02 00:30:00
1951,A200,Heat Exchanger,temperature,67.55,C,2026-03-02 00:30:28
1514,A100,Gas Compressor,temperature,56.27,C,2026-03-02 00:32:42
1753,A400,Steam Turbine,flow_rate,287.76,m3/h,2026-03-02 00:36:48
1187,A400,Steam Turbine,temperature,55.12,C,2026-03-02 00:38:51
1000,A200,Heat Exchanger,pressure,5.63,bar,2026-03-02 00:41:11
252,A200,Heat Exchanger,temperature,65.16,C,2026-03-02 00:41:50
601,A100,Gas Compressor,pressure,5.89,bar,2026-03-02 00:43:27
331,A200,Heat Exchanger,flow_rate,219.49,m3/h,2026-03-02 00:43:54
1657,A100,Gas Compressor,temperature,68.1,C,2026-03-02 00:46:09
1701,A200,Heat Exchanger,pressure,8.2,bar,2026-03-02 00:49:31
1253,A400,Steam Turbine,pressure,7.6,bar,2026-03-02 00:52:38
924,A400,Steam Turbine,temperature,61.73,C,2026-03-02 00:58:06
799,A400,Steam Turbine,temperature,35.69,C,2026-03-02 00:59:34
1890,A300,Water Pump,temperature,58.11,C,2026-03-02 01:03:25
1142,A100,Gas Compressor,flow_rate,210.74,m3/h,2026-03-02 01:04:32
561,A400,Steam Turbine,temperature,36.92,C,2026-03-02 01:08:23
77,A300,Water Pump,flow_rate,226.33,m3/h,2026-03-02 01:11:58
437,A200,Heat Exchanger,pressure,6.75,bar,2026-03-02 01:13:11
742,A100,Gas Compressor,pressure,4.24,bar,2026-03-02 01:14:04
194,A100,Gas Compressor,temperature,50.3,C,2026-03-02 01:18:00
1269,A400,Steam Turbine,temperature,44.65,C,2026-03-02 01:19:02
1440,A200,Heat Exchanger,temperature,56.99,C,2026-03-02 01:22:37
1007,A400,Steam Turbine,flow_rate,260.3,m3/h,2026-03-02 01:22:58
1058,A200,Heat Exchanger,temperature,64.86,C,2026-03-02 01:23:06
65,A100,Gas Compressor,temperature,31.59,C,2026-03-02 01:25:04
662,A300,Water Pump,pressure,6.13,bar,2026-03-02 01:28:42
1871,A300,Water Pump,temperature,49.35,C,2026-03-02 01:31:01
1196,A100,Gas Compressor,temperature,52.69,C,2026-03-02 01:31:28
1676,A100,Gas Compressor,pressure,7.97,bar,2026-03-02 01:39:04
514,A100,Gas Compressor,flow_rate,206.01,m3/h,2026-03-02 01:46:27
401,A200,Heat Exchanger,flow_rate,226.59,m3/h,2026-03-02 01:46:50
317,A300,Water Pump,pressure,6.06,bar,2026-03-02 01:51:25
520,A100,Gas Compressor,temperature,49.83,C,2026-03-02 01:55:59
1060,A100,Gas Compressor,temperature,51.42,C,2026-03-02 02:01:12
166,A100,Gas Compressor,temperature,77.55,C,2026-03-02 02:01:48
1464,A300,Water Pump,pressure,6.15,bar,2026-03-02 02:01:48
1387,A200,Heat Exchanger,flow_rate,217.28,m3/h,2026-03-02 02:06:22
264,A400,Steam Turbine,pressure,7.11,bar,2026-03-02 02:06:50
90,A400,Steam Turbine,pressure,7.9,bar,2026-03-02 02:08:43
839,A200,Heat Exchanger,temperature,71.65,C,2026-03-02 02:08:59
50,A100,Gas Compressor,flow_rate,265.21,m3/h,2026-03-02 02:11:15
1754,A300,Water Pump,pressure,9.31,bar,2026-03-02 02:15:20
1853,A200,Heat Exchanger,temperature,30.11,C,2026-03-02 02:15:55
1094,A400,Steam Turbine,temperature,64.87,C,2026-03-02 02:19:13
316,A400,Steam Turbine,flow_rate,247.69,m3/h,2026-03-02 02:21:27
1032,A200,Heat Exchanger,flow_rate,274.19,m3/h,2026-03-02 02:28:32
224,A400,Steam Turbine,pressure,8.74,bar,2026-03-02 02:31:22
132,A200,Heat Exchanger,pressure,4.74,bar,2026-03-02 02:33:17
1708,A400,Steam Turbine,flow_rate,226.89,m3/h,2026-03-02 02:34:07
624,A400,Steam Turbine,pressure,6.35,bar,2026-03-02 02:34:35
1920,A100,Gas Compressor,pressure,10.82,bar,2026-03-02 02:35:53
1206,A300,Water Pump,flow_rate,259.53,m3/h,2026-03-02 02:39:05
395,A200,Heat Exchanger,pressure,11.07,bar,2026-03-02 02:46:16
14,A300,Water Pump,flow_rate,261.69,m3/h,2026-03-02 02:49:51
479,A200,Heat Exchanger,temperature,56.62,C,2026-03-02 02:50:27
153,A200,Heat Exchanger,temperature,79.08,C,2026-03-02 02:50:48
307,A200,Heat Exchanger,temperature,31.61,C,2026-03-02 02:54:33
1568,A300,Water Pump,temperature,72.05,C,2026-03-02 02:54:46
876,A300,Water Pump,pressure,4.12,bar,2026-03-02 02:58:56
122,A100,Gas Compressor,temperature,64.07,C,2026-03-02 02:59:42
321,A300,Water Pump,flow_rate,229.83,m3/h,2026-03-02 03:09:09
1647,A100,Gas Compressor,flow_rate,220.18,m3/h,2026-03-02 03:09:27
630,A400,Steam Turbine,flow_rate,228.63,m3/h,2026-03-02 03:11:12
789,A200,Heat Exchanger,temperature,63.09,C,2026-03-02 03:15:39
1341,A300,Water Pump,pressure,7.01,bar,2026-03-02 03:19:23
845,A300,Water Pump,flow_rate,250.16,m3/h,2026-03-02 03:21:04
1449,A300,Water Pump,pressure,4.55,bar,2026-03-02 03:24:25
337,A400,Steam Turbine,flow_rate,256.47,m3/h,2026-03-02 03:24:31
319,A100,Gas Compressor,pressure,8.7,bar,2026-03-02 03:31:13
829,A100,Gas Compressor,temperature,73.68,C,2026-03-02 03:31:26
951,A400,Steam Turbine,temperature,37.46,C,2026-03-02 03:37:18
390,A100,Gas Compressor,flow_rate,202.8,m3/h,2026-03-02 03:38:22
204,A200,Heat Exchanger,flow_rate,222.78,m3/h,2026-03-02 03:43:32
1137,A200,Heat Exchanger,flow_rate,232.04,m3/h,2026-03-02 03:43:59
1303,A200,Heat Exchanger,flow_rate,266.58,m3/h,2026-03-02 03:46:20
189,A200,Heat Exchanger,pressure,5.64,bar,2026-03-02 03:48:31
1226,A100,Gas Compressor,temperature,73.63,C,2026-03-02 03:54:09
1120,A100,Gas Compressor,temperature,42.64,C,2026-03-02 04:01:08
1204,A300,Water Pump,flow_rate,292.45,m3/h,2026-03-02 04:02:56
749,A100,Gas Compressor,temperature,53.4,C,2026-03-02 04:23:53
1873,A200,Heat Exchanger,pressure,8.98,bar,2026-03-02 04:24:49
1223,A100,Gas Compressor,temperature,38.74,C,2026-03-02 04:28:37
676,A100,Gas Compressor,flow_rate,261.56,m3/h,2026-03-02 04:29:32
1406,A400,Steam Turbine,temperature,44.8,C,2026-03-02 04:30:38
1641,A400,Steam Turbine,flow_rate,202.07,m3/h,2026-03-02 04:36:39
911,A400,Steam Turbine,flow_rate,295.51,m3/h,2026-03-02 04:38:12
411,A100,Gas Compressor,pressure,8.67,bar,2026-03-02 04:38:44
1439,A300,Water Pump,flow_rate,259.68,m3/h,2026-03-02 04:43:52
173,A200,Heat Exchanger,pressure,10.94,bar,2026-03-02 04:48:29
912,A300,Water Pump,flow_rate,231.21,m3/h,2026-03-02 04:52:56
1065,A200,Heat Exchanger,pressure,4.06,bar,2026-03-02 04:54:43
47,A200,Heat Exchanger,flow_rate,238.35,m3/h,2026-03-02 05:01:29
286,A400,Steam Turbine,pressure,5.11,bar,2026-03-02 05:12:06
1218,A400,Steam Turbine,flow_rate,222.1,m3/h,2026-03-02 05:19:28
704,A200,Heat Exchanger,temperature,49.08,C,2026-03-02 05:20:23
447,A300,Water Pump,flow_rate,213.91,m3/h,2026-03-02 05:30:53
1645,A300,Water Pump,temperature,70.75,C,2026-03-02 05:33:04
705,A300,Water Pump,pressure,5.51,bar,2026-03-02 05:34:47
863,A100,Gas Compressor,flow_rate,294.45,m3/h,2026-03-02 05:42:42
760,A400,Steam Turbine,flow_rate,236.57,m3/h,2026-03-02 05:48:02
259,A400,Steam Turbine,temperature,35.0,C,2026-03-02 05:53:18
1877,A200,Heat Exchanger,pressure,6.84,bar,2026-03-02 06:03:09
1660,A100,Gas Compressor,flow_rate,284.28,m3/h,2026-03-02 06:11:30
1693,A400,Steam Turbine,pressure,6.27,bar,2026-03-02 06:21:51
1246,A200,Heat Exchanger,pressure,5.61,bar,2026-03-02 06:30:05
174,A400,Steam Turbine,pressure,4.2,bar,2026-03-02 06:31:29
1960,A200,Heat Exchanger,pressure,5.04,bar,2026-03-02 06:31:36
446,A400,Steam Turbine,pressure,8.53,bar,2026-03-02 06:41:45
246,A100,Gas Compressor,flow_rate,202.2,m3/h,2026-03-02 06:42:42
1259,A400,Steam Turbine,flow_rate,202.51,m3/h,2026-03-02 06:45:09
902,A400,Steam Turbine,temperature,38.64,C,2026-03-02 06:47:30
1564,A400,Steam Turbine,pressure,9.33,bar,2026-03-02 06:47:53
1385,A100,Gas Compressor,temperature,70.29,C,2026-03-02 06:52:28
1536,A200,Heat Exchanger,temperature,30.18,C,2026-03-02 07:05:05
1784,A200,Heat Exchanger,temperature,40.58,C,2026-03-02 07:05:21
1042,A400,Steam Turbine,pressure,9.58,bar,2026-03-02 07:16:04
1619,A100,Gas Compressor,flow_rate,292.99,m3/h,2026-03-02 07:20:12
184,A400,Steam Turbine,flow_rate,252.5,m3/h,2026-03-02 07:20:12
1775,A200,Heat Exchanger,temperature,41.81,C,2026-03-02 07:21:51
1229,A400,Steam Turbine,temperature,77.44,C,2026-03-02 07:24:14
1100,A300,Water Pump,flow_rate,231.52,m3/h,2026-03-02 07:25:02
15,A100,Gas Compressor,temperature,52.5,C,2026-03-02 07:26:23
689,A300,Water Pump,pressure,4.03,bar,2026-03-02 07:29:11
1501,A100,Gas Compressor,pressure,6.42,bar,2026-03-02 07:39:56
1601,A400,Steam Turbine,pressure,11.56,bar,2026-03-02 07:45:51
1630,A200,Heat Exchanger,flow_rate,204.56,m3/h,2026-03-02 07:46:59
730,A100,Gas Compressor,flow_rate,221.99,m3/h,2026-03-02 07:47:32
1748,A200,Heat Exchanger,flow_rate,276.64,m3/h,2026-03-02 07:49:47
43,A100,Gas Compressor,temperature,74.09,C,2026-03-02 07:51:53
884,A100,Gas Compressor,flow_rate,254.85,m3/h,2026-03-02 07:52:54
245,A200,Heat Exchanger,temperature,65.69,C,2026-03-02 07:54:31
398,A200,Heat Exchanger,temperature,35.0,C,2026-03-02 07:56:21
637,A300,Water Pump,flow_rate,210.73,m3/h,2026-03-02 07:58:00
606,A200,Heat Exchanger,flow_rate,248.49,m3/h,2026-03-02 07:58:46
1557,A400,Steam Turbine,temperature,54.13,C,2026-03-02 08:13:33
824,A100,Gas Compressor,flow_rate,271.61,m3/h,2026-03-02 08:24:28
1933,A400,Steam Turbine,temperature,59.81,C,2026-03-02 08:26:00
972,A200,Heat Exchanger,pressure,8.07,bar,2026-03-02 08:28:16
717,A300,Water Pump,pressure,9.53,bar,2026-03-02 08:29:47
659,A200,Heat Exchanger,pressure,11.65,bar,2026-03-02 08:39:58
1234,A300,Water Pump,temperature,70.61,C,2026-03-02 08:41:26
658,A400,Steam Turbine,flow_rate,268.35,m3/h,2026-03-02 08:50:38
1248,A300,Water Pump,temperature,75.73,C,2026-03-02 08:52:56
592,A100,Gas Compressor,temperature,63.14,C,2026-03-02 08:56:05
1967,A400,Steam Turbine,temperature,38.71,C,2026-03-02 08:57:18
1762,A100,Gas Compressor,pressure,8.86,bar,2026-03-02 08:58:40
1199,A100,Gas Compressor,temperature,64.96,C,2026-03-02 08:59:00
1947,A300,Water Pump,temperature,47.16,C,2026-03-02 09:04:04
738,A200,Heat Exchanger,temperature,61.5,C,2026-03-02 09:07:52
1337,A200,Heat Exchanger,flow_rate,297.58,m3/h,2026-03-02 09:08:15
1980,A400,Steam Turbine,pressure,5.35,bar,2026-03-02 09:23:24
1384,A400,Steam Turbine,flow_rate,209.61,m3/h,2026-03-02 09:31:14
1907,A400,Steam Turbine,temperature,76.54,C,2026-03-02 09:32:02
1531,A400,Steam Turbine,pressure,6.31,bar,2026-03-02 09:42:59
72,A400,Steam Turbine,pressure,7.48,bar,2026-03-02 09:45:42
126,A400,Steam Turbine,flow_rate,230.68,m3/h,2026-03-02 09:45:50
1998,A200,Heat Exchanger,pressure,8.88,bar,2026-03-02 09:48:28
501,A300,Water Pump,flow_rate,203.02,m3/h,2026-03-02 09:53:43
168,A100,Gas Compressor,temperature,43.62,C,2026-03-02 10:05:31
106,A100,Gas Compressor,flow_rate,282.21,m3/h,2026-03-02 10:05:41
866,A300,Water Pump,temperature,37.09,C,2026-03-02 10:07:08
567,A100,Gas Compressor,temperature,61.68,C,2026-03-02 10:10:31
849,A300,Water Pump,temperature,34.91,C,2026-03-02 10:13:06
203,A200,Heat Exchanger,pressure,7.06,bar,2026-03-02 10:14:43
376,A400,Steam Turbine,flow_rate,264.45,m3/h,2026-03-02 10:14:56
1197,A400,Steam Turbine,temperature,66.89,C,2026-03-02 10:25:01
1189,A200,Heat Exchanger,temperature,41.07,C,2026-03-02 10:38:16
529,A100,Gas Compressor,flow_rate,284.81,m3/h,2026-03-02 10:41:25
800,A100,Gas Compressor,temperature,59.03,C,2026-03-02 10:42:13
295,A200,Heat Exchanger,temperature,60.01,C,2026-03-02 10:49:43
11,A100,Gas Compressor,pressure,7.32,bar,2026-03-02 10:53:23
1486,A400,Steam Turbine,pressure,11.5,bar,2026-03-02 10:55:57
416,A400,Steam Turbine,temperature,64.19,C,2026-03-02 10:56:38
926,A100,Gas Compressor,pressure,8.85,bar,2026-03-02 10:58:08
1082,A400,Steam Turbine,pressure,11.24,bar,2026-03-02 11:00:10
229,A200,Heat Exchanger,flow_rate,281.31,m3/h,2026-03-02 11:02:32
553,A400,Steam Turbine,flow_rate,288.1,m3/h,2026-03-02 11:10:52
1015,A300,Water Pump,pressure,7.75,bar,2026-03-02 11:14:05
402,A100,Gas Compressor,temperature,68.69,C,2026-03-02 11:16:54
1154,A400,Steam Turbine,temperature,49.56,C,2026-03-02 11:22:01
905,A300,Water Pump,flow_rate,289.71,m3/h,2026-03-02 11:25:44
468,A200,Heat Exchanger,temperature,46.02,C,2026-03-02 11:35:10
1380,A400,Steam Turbine,pressure,10.43,bar,2026-03-02 11:36:29
1194,A200,Heat Exchanger,pressure,8.58,bar,2026-03-02 11:44:55
1103,A400,Steam Turbine,pressure,7.84,bar,2026-03-02 11:46:50
1888,A200,Heat Exchanger,pressure,11.03,bar,2026-03-02 11:53:14
98,A100,Gas Compressor,pressure,10.3,bar,2026-03-02 11:58:12
234,A400,Steam Turbine,pressure,6.6,bar,2026-03-02 11:59:07
140,A300,Water Pump,flow_rate,282.08,m3/h,2026-03-02 12:04:18
1195,A100,Gas Compressor,pressure,9.02,bar,2026-03-02 12:08:26
1745,A400,Steam Turbine,flow_rate,216.25,m3/h,2026-03-02 12:11:51
461,A200,Heat Exchanger,pressure,10.16,bar,2026-03-02 12:15:18
165,A200,Heat Exchanger,temperature,79.6,C,2026-03-02 12:15:44
790,A400,Steam Turbine,flow_rate,212.95,m3/h,2026-03-02 12:22:16
232,A400,Steam Turbine,temperature,42.1,C,2026-03-02 12:23:44
1134,A200,Heat Exchanger,flow_rate,226.78,m3/h,2026-03-02 12:26:20
1808,A100,Gas Compressor,pressure,7.58,bar,2026-03-02 12:27:13
1870,A300,Water Pump,pressure,11.61,bar,2026-03-02 12:31:21
1354,A400,Steam Turbine,temperature,46.43,C,2026-03-02 12:35:28
1824,A100,Gas Compressor,temperature,44.43,C,2026-03-02 12:37:34
1604,A300,Water Pump,temperature,46.03,C,2026-03-02 12:38:27
1452,A200,Heat Exchanger,temperature,50.23,C,2026-03-02 12:48:56
1239,A400,Steam Turbine,pressure,4.73,bar,2026-03-02 12:50:07
1193,A200,Heat Exchanger,pressure,4.87,bar,2026-03-02 12:50:20
1420,A200,Heat Exchanger,flow_rate,234.76,m3/h,2026-03-02 12:51:21
299,A400,Steam Turbine,pressure,6.94,bar,2026-03-02 12:51:43
1885,A400,Steam Turbine,pressure,10.61,bar,2026-03-02 12:54:08
1950,A100,Gas Compressor,temperature,61.38,C,2026-03-02 12:55:12
543,A400,Steam Turbine,temperature,79.16,C,2026-03-02 12:59:28
1878,A100,Gas Compressor,pressure,5.15,bar,2026-03-02 13:01:37
701,A200,Heat Exchanger,flow_rate,292.78,m3/h,2026-03-02 13:02:10
1744,A100,Gas Compressor,pressure,6.67,bar,2026-03-02 13:05:39
52,A300,Water Pump,pressure,10.45,bar,2026-03-02 13:10:47
1700,A200,Heat Exchanger,pressure,6.95,bar,2026-03-02 13:16:10
1685,A200,Heat Exchanger,temperature,43.76,C,2026-03-02 13:16:48
770,A200,Heat Exchanger,temperature,56.79,C,2026-03-02 13:17:39
486,A300,Water Pump,temperature,76.4,C,2026-03-02 13:21:21
1018,A100,Gas Compressor,flow_rate,210.41,m3/h,2026-03-02 13:22:02
163,A100,Gas Compressor,flow_rate,293.73,m3/h,2026-03-02 13:23:03
974,A300,Water Pump,flow_rate,235.15,m3/h,2026-03-02 13:28:28
1554,A400,Steam Turbine,pressure,5.79,bar,2026-03-02 13:29:49
315,A200,Heat Exchanger,temperature,44.14,C,2026-03-02 13:30:30
935,A400,Steam Turbine,pressure,6.35,bar,2026-03-02 13:30:41
1851,A100,Gas Compressor,flow_rate,234.22,m3/h,2026-03-02 13:35:29
1244,A400,Steam Turbine,temperature,45.26,C,2026-03-02 13:36:26
1668,A100,Gas Compressor,flow_rate,244.04,m3/h,2026-03-02 13:40:07
1183,A300,Water Pump,pressure,11.24,bar,2026-03-02 13:41:53
686,A200,Heat Exchanger,pressure,10.52,bar,2026-03-02 13:43:25
1512,A200,Heat Exchanger,flow_rate,298.91,m3/h,2026-03-02 13:46:25
1192,A100,Gas Compressor,flow_rate,204.65,m3/h,2026-03-02 13:48:30
272,A400,Steam Turbine,temperature,60.45,C,2026-03-02 13:50:02
712,A400,Steam Turbine,pressure,5.14,bar,2026-03-02 13:50:16
89,A400,Steam Turbine,temperature,72.02,C,2026-03-02 13:54:42
474,A200,Heat Exchanger,pressure,8.97,bar,2026-03-02 13:59:06
1107,A100,Gas Compressor,flow_rate,219.75,m3/h,2026-03-02 14:00:46
1250,A100,Gas Compressor,pressure,7.47,bar,2026-03-02 14:10:31
176,A100,Gas Compressor,pressure,8.89,bar,2026-03-02 14:12:00
1178,A400,Steam Turbine,pressure,7.22,bar,2026-03-02 14:13:27
1955,A400,Steam Turbine,temperature,64.08,C,2026-03-02 14:14:35
971,A100,Gas Compressor,flow_rate,267.63,m3/h,2026-03-02 14:24:39
563,A300,Water Pump,temperature,59.31,C,2026-03-02 14:38:00
111,A400,Steam Turbine,flow_rate,295.29,m3/h,2026-03-02 14:38:02
1540,A200,Heat Exchanger,flow_rate,297.45,m3/h,2026-03-02 14:43:15
1648,A100,Gas Compressor,temperature,72.11,C,2026-03-02 14:49:59
533,A400,Steam Turbine,flow_rate,297.04,m3/h,2026-03-02 14:51:41
1264,A300,Water Pump,flow_rate,212.24,m3/h,2026-03-02 14:51:42
798,A100,Gas Compressor,pressure,9.24,bar,2026-03-02 14:52:47
1990,A300,Water Pump,flow_rate,238.2,m3/h,2026-03-02 14:53:14
1893,A100,Gas Compressor,pressure,10.23,bar,2026-03-02 15:00:39
1350,A300,Water Pump,pressure,7.84,bar,2026-03-02 15:02:35
1078,A200,Heat Exchanger,pressure,6.7,bar,2026-03-02 15:04:30
726,A300,Water Pump,temperature,77.72,C,2026-03-02 15:12:43
81,A200,Heat Exchanger,pressure,5.49,bar,2026-03-02 15:12:52
1132,A300,Water Pump,flow_rate,257.04,m3/h,2026-03-02 15:13:53
1432,A100,Gas Compressor,pressure,5.09,bar,2026-03-02 15:17:59
1097,A300,Water Pump,pressure,9.09,bar,2026-03-02 15:30:50
1392,A300,Water Pump,pressure,9.41,bar,2026-03-02 15:32:19
1230,A400,Steam Turbine,flow_rate,207.58,m3/h,2026-03-02 15:34:00
198,A300,Water Pump,flow_rate,238.89,m3/h,2026-03-02 15:35:49
1451,A400,Steam Turbine,temperature,54.87,C,2026-03-02 15:39:31
493,A200,Heat Exchanger,temperature,35.27,C,2026-03-02 15:42:10
620,A200,Heat Exchanger,temperature,58.1,C,2026-03-02 15:44:22
828,A100,Gas Compressor,flow_rate,245.65,m3/h,2026-03-02 15:45:30
51,A300,Water Pump,pressure,4.78,bar,2026-03-02 15:54:11
1932,A100,Gas Compressor,temperature,77.12,C,2026-03-02 16:02:29
716,A200,Heat Exchanger,temperature,50.69,C,2026-03-02 16:02:54
1146,A100,Gas Compressor,temperature,58.62,C,2026-03-02 16:26:53
421,A400,Steam Turbine,temperature,79.39,C,2026-03-02 16:31:21
1205,A100,Gas Compressor,flow_rate,266.59,m3/h,2026-03-02 16:36:18
22,A400,Steam Turbine,flow_rate,224.44,m3/h,2026-03-02 16:36:39
1590,A100,Gas Compressor,flow_rate,247.23,m3/h,2026-03-02 16:38:48
434,A100,Gas Compressor,pressure,8.62,bar,2026-03-02 16:42:04
381,A300,Water Pump,temperature,72.66,C,2026-03-02 16:42:21
45,A200,Heat Exchanger,temperature,49.74,C,2026-03-02 16:44:20
1706,A100,Gas Compressor,temperature,52.46,C,2026-03-02 16:50:56
54,A300,Water Pump,pressure,11.99,bar,2026-03-02 16:51:09
1185,A400,Steam Turbine,pressure,8.69,bar,2026-03-02 16:52:12
1331,A300,Water Pump,pressure,7.83,bar,2026-03-02 16:54:24
1503,A300,Water Pump,flow_rate,263.26,m3/h,2026-03-02 16:56:00
1863,A300,Water Pump,temperature,41.29,C,2026-03-02 16:57:30
767,A200,Heat Exchanger,temperature,50.61,C,2026-03-02 17:05:49
374,A200,Heat Exchanger,temperature,41.62,C,2026-03-02 17:09:56
1692,A100,Gas Compressor,temperature,78.63,C,2026-03-02 17:11:09
734,A100,Gas Compressor,pressure,9.41,bar,2026-03-02 17:15:08
410,A400,Steam Turbine,temperature,71.19,C,2026-03-02 17:19:32
340,A100,Gas Compressor,flow_rate,264.44,m3/h,2026-03-02 17:24:07
1062,A400,Steam Turbine,pressure,11.08,bar,2026-03-02 17:31:04
1375,A400,Steam Turbine,pressure,8.1,bar,2026-03-02 17:32:10
1533,A300,Water Pump,flow_rate,243.34,m3/h,2026-03-02 17:35:25
612,A200,Heat Exchanger,temperature,49.26,C,2026-03-02 17:41:18
1629,A300,Water Pump,pressure,5.19,bar,2026-03-02 17:44:50
1352,A400,Steam Turbine,temperature,50.07,C,2026-03-02 17:46:51
1528,A200,Heat Exchanger,flow_rate,280.53,m3/h,2026-03-02 17:47:17
1596,A200,Heat Exchanger,flow_rate,213.38,m3/h,2026-03-02 17:51:13
1522,A100,Gas Compressor,temperature,52.47,C,2026-03-02 17:53:10
1377,A300,Water Pump,temperature,46.91,C,2026-03-02 17:58:46
143,A100,Gas Compressor,pressure,7.58,bar,2026-03-02 18:00:01
1168,A400,Steam Turbine,flow_rate,279.53,m3/h,2026-03-02 18:03:14
180,A100,Gas Compressor,flow_rate,214.85,m3/h,2026-03-02 18:08:39
938,A200,Heat Exchanger,pressure,7.18,bar,2026-03-02 18:12:05
83,A200,Heat Exchanger,flow_rate,273.09,m3/h,2026-03-02 18:13:42
149,A300,Water Pump,flow_rate,223.72,m3/h,2026-03-02 18:16:19
1,A100,Gas Compressor,temperature,72.21,C,2026-03-02 18:18:35
1028,A400,Steam Turbine,flow_rate,212.3,m3/h,2026-03-02 18:19:05
1017,A400,Steam Turbine,flow_rate,220.18,m3/h,2026-03-02 18:19:51
1832,A200,Heat Exchanger,pressure,4.53,bar,2026-03-02 18:20:15
1067,A200,Heat Exchanger,flow_rate,215.37,m3/h,2026-03-02 18:36:31
1517,A100,Gas Compressor,temperature,58.26,C,2026-03-02 18:43:17
672,A400,Steam Turbine,temperature,60.48,C,2026-03-02 18:51:20
1939,A200,Heat Exchanger,flow_rate,292.61,m3/h,2026-03-02 18:53:14
822,A100,Gas Compressor,flow_rate,279.92,m3/h,2026-03-02 19:03:36
931,A400,Steam Turbine,pressure,11.17,bar,2026-03-02 19:11:43
1027,A100,Gas Compressor,pressure,7.92,bar,2026-03-02 19:11:55
495,A400,Steam Turbine,pressure,10.91,bar,2026-03-02 19:13:25
944,A100,Gas Compressor,temperature,46.51,C,2026-03-02 19:14:48
1587,A100,Gas Compressor,pressure,9.94,bar,2026-03-02 19:16:18
1988,A400,Steam Turbine,temperature,76.66,C,2026-03-02 19:16:43
578,A200,Heat Exchanger,temperature,79.93,C,2026-03-02 19:18:04
134,A400,Steam Turbine,pressure,4.75,bar,2026-03-02 19:21:48
1114,A100,Gas Compressor,pressure,9.97,bar,2026-03-02 19:31:37
1108,A300,Water Pump,temperature,63.86,C,2026-03-02 19:32:02
80,A400,Steam Turbine,flow_rate,287.27,m3/h,2026-03-02 19:32:39
